;0;1;2;cluster
0;0,2520412757462876;-1,3776824602231585;1,4186136440500852;1
1;-0,2087560409188572;0,9942584815369009;-0,2317398227020766;0
2;0,778023697823674;0,25307407676951693;-0,6717035123464477;0
3;-0,9778613494671387;0,37133320336862896;0,09443373460161962;0
4;0,25786540071047404;0,6851838544359617;-0,05703911796118082;0
5;0,4227318131402846;-0,2696960713337472;-0,9911472275055833;2
6;0,1541125414088272;0,3396580467619528;0,115013901279981;0
7;-0,7120166715407646;0,3245933178944833;0,06738295723589922;0
8;-0,8331983896045132;0,472622335540636;0,057141953092459265;0
9;-1,7977261547253673;-0,30943628091375686;0,22945113995550062;0
10;-2,018259276525047;-0,40693921313948245;0,3502463955014148;0
11;-1,7254194905189102;-0,1921909489307932;0,2968676912149569;0
12;0,44302488915249066;0,2722379880320227;1,9730166290986761;1
13;0,2992939405395054;0,619825019050375;-0,6098443826488825;0
14;-1,3418807378667914;0,1145666900778578;0,2105191583615436;0
15;1,2149865163206774;-1,2471635952149092;-2,151531075946109;2
16;-0,38420912367287335;0,7041153225779864;-0,1889030542512674;0
17;-0,543884375343043;0,425163280639821;-0,005560421702918803;0
18;0,9884077964735575;-1,9279808382758234;-0,016796860330907826;2
19;-0,6980646932760748;0,6011028156473741;0,04883800231639298;0
20;-0,5719912789737256;0,3619161619077847;0,15254965192599165;0
21;-1,9223828935681089;-2,427108993472216;9,706764206758763;1
22;0,27031935289603587;-1,4807100928053236;-1,7926979549561042;2
23;0,5324474519978003;0,25289015402859855;-0,7210078182167989;0
24;-0,4294716779492067;-0,061490185945413;-0,5654148380132047;0
25;-1,29244671892844;0,13063086673169935;0,23857768365347926;0
26;0,0651978062949132;0,6520217671465;-0,5255788741238989;0
27;-2,018243860757291;-0,4999321343692551;0,49936150793008166;0
28;-0,5204757456099107;0,6187043613766549;0,031137645783446712;0
29;1,2860088524256081;-0,9921970038473904;2,2656086300845306;1
30;-1,5895824879161342;-0,08552409577671383;0,23280717545175228;0
31;-0,5102984293190278;0,3611383118245989;-0,09774726825295718;0
32;-0,4350321943125332;0,5004170611381027;-0,38032216656052253;0
33;-0,19832476026210463;0,6027726089385557;0,11153224829596309;0
34;0,6626907340412113;-0,4412303954982855;1,1342642767332214;1
35;-0,08985309395703919;0,9791326045725284;-0,26182932098049283;0
36;0,6117722145224483;-0,7677862554072519;-1,1747812658012144;2
37;-1,09218668037966;0,2981003000901874;0,11735666283853159;0
38;-0,3616044637119983;0,7335186332373443;-0,27889989383656855;0
39;-0,10691102993160666;-0,581515461594912;0,03752803481227865;0
