;atım;bin;genlik;isoutlier
490;3,0;106,0;5210,256596432049;0
491;3,0;107,0;5802,423698521241;0
492;3,0;108,0;6611,231641061388;0
493;3,0;109,0;7334,648783078031;0
494;3,0;110,0;7428,269819179652;0
495;3,0;111,0;7359,534819274788;0
496;3,0;112,0;7095,902771431175;0
497;3,0;113,0;6759,985654499864;0
498;3,0;114,0;6584,569076679545;0
499;3,0;115,0;6781,80697554545;0
500;3,0;116,0;7138,913505862762;0
501;3,0;117,0;6801,360402590938;0
502;3,0;118,0;5651,854850641331;0
503;3,0;119,0;5494,44674172451;0
504;3,0;120,0;5193,809159441522;0
505;3,0;121,0;5438,169028198309;0
506;3,0;122,0;4864,056945769241;0
507;3,0;123,0;4282,917202692516;0
508;3,0;124,0;3598,268492046442;0
509;3,0;125,0;4675,338429522575;0
510;3,0;126,0;4492,730906055267;0
511;3,0;127,0;5451,831977521016;0
512;4,0;0,0;8717,350303082736;0
513;4,0;1,0;8072,578153646587;0
514;4,0;2,0;8454,33638353074;0
515;4,0;3,0;8302,130491129868;0
516;4,0;4,0;7930,627138296812;0
517;4,0;5,0;7842,035059751874;0
518;4,0;6,0;7721,422867912611;0
519;4,0;7,0;8140,3627592873;0
520;4,0;8,0;8124,345153647377;0
521;4,0;9,0;8542,79385808996;0
522;4,0;10,0;7521,989499401982;0
523;4,0;11,0;7164,849991555355;0
524;4,0;12,0;7585,254169148501;0
525;4,0;13,0;8762,255885679715;0
526;4,0;14,0;9046,037841477624;0
527;4,0;15,0;8111,9101207158865;0
528;4,0;16,0;7731,657339145914;0
529;4,0;17,0;8561,913143077381;0
530;4,0;18,0;9650,262231821413;1
531;4,0;19,0;10574,813851025157;1
532;4,0;20,0;8930,301742762917;0
533;4,0;21,0;7945,883775290788;0
534;4,0;22,0;7594,166377709536;0
535;4,0;23,0;6828,475914251789;0
536;4,0;24,0;6154,990429505702;0
537;4,0;25,0;5238,164938618036;0
538;4,0;26,0;4462,900416949239;0
539;4,0;27,0;2932,3381535090634;0
540;4,0;28,0;2750,928195118232;0
541;4,0;29,0;2198,6877186188794;0
542;4,0;30,0;2038,704082856368;0
543;4,0;31,0;1464,6282412131477;0
544;4,0;32,0;1961,4762839710563;0
545;4,0;33,0;1880,8084381044248;0
546;4,0;34,0;1250,7853082429663;0
547;4,0;35,0;2522,022652698267;0
548;4,0;36,0;3048,823203920823;0
549;4,0;37,0;2990,133041800904;0
550;4,0;38,0;3046,8876246931886;0
551;4,0;39,0;3197,8006788346;0
552;4,0;40,0;4007,0217114009442;0
553;4,0;41,0;4883,399007065337;0
554;4,0;42,0;5225,181738678307;0
555;4,0;43,0;4919,461814645572;0
556;4,0;44,0;5600,268448419083;0
557;4,0;45,0;5653,4407166839965;0
558;4,0;46,0;5419,145466444998;0
559;4,0;47,0;4445,382807836795;0
560;4,0;48,0;3107,6312676613925;0
561;4,0;49,0;3692,3804337736606;0
562;4,0;50,0;5621,577626814813;0
563;4,0;51,0;6378,380031299117;0
564;4,0;52,0;5664,726200957108;0
565;4,0;53,0;5032,027605424429;0
566;4,0;54,0;5696,1839512238685;0
567;4,0;55,0;6024,738808977129;0
568;4,0;56,0;6324,604256860153;0
569;4,0;57,0;5304,895646553601;0
570;4,0;58,0;4862,175430383189;0
571;4,0;59,0;5932,672364283387;0
572;4,0;60,0;7331,434260917895;0
573;4,0;61,0;9136,305234638941;0
574;4,0;62,0;8272,588553124333;0
575;4,0;63,0;6934,121434694461;0
576;4,0;64,0;7152,192852927341;0
577;4,0;65,0;7927,469925814038;0
578;4,0;66,0;8403,732007503539;0
579;4,0;67,0;8002,698729786827;0
580;4,0;68,0;7286,929364250263;0
581;4,0;69,0;7688,290814467226;0
582;4,0;70,0;8156,846638973327;0
583;4,0;71,0;8153,580489258444;0
584;4,0;72,0;6880,827916952792;0
585;4,0;73,0;5786,493753664449;0
586;4,0;74,0;6113,8155212053625;0
587;4,0;75,0;6042,209575972755;0
588;4,0;76,0;5263,893224380716;0
589;4,0;77,0;4145,974047718676;0
590;4,0;78,0;3144,7637018242112;0
591;4,0;79,0;2000,5464439195077;0
592;4,0;80,0;1921,4344361733044;0
593;4,0;81,0;1395,1850275386473;0
594;4,0;82,0;691,0433718210722;0
595;4,0;83,0;2005,3131489926416;0
596;4,0;84,0;2275,982933409534;0
597;4,0;85,0;1738,5154116271028;0
598;4,0;86,0;693,8249610048107;0
599;4,0;87,0;423,1836827269411;0
600;4,0;88,0;1268,8924631849156;0
601;4,0;89,0;850,8116480930495;0
602;4,0;90,0;520,2594527562568;0
603;4,0;91,0;1128,230189555976;0
604;4,0;92,0;1626,6562112423721;0
605;4,0;93,0;2217,0174505435953;0
606;4,0;94,0;1808,7511020348572;0
607;4,0;95,0;1659,7866695957719;0
608;4,0;96,0;1819,9664815190624;0
609;4,0;97,0;1959,4238176306737;0
610;4,0;98,0;1592,8029506523724;0
611;4,0;99,0;719,9082967117762;0
612;4,0;100,0;2714,6918942517386;0
613;4,0;101,0;2621,4573345808903;0
614;4,0;102,0;856,6464864324349;0
615;4,0;103,0;2367,2447206181564;0
616;4,0;104,0;3433,994800701352;0
617;4,0;105,0;3280,6649011489067;0
618;4,0;106,0;2236,384531503995;0
619;4,0;107,0;2230,3929872178155;0
620;4,0;108,0;3012,0554272190243;0
621;4,0;109,0;3015,8985019321426;0
622;4,0;110,0;2867,512444468632;0
623;4,0;111,0;2564,9280638855303;0
624;4,0;112,0;2207,9155536763124;0
625;4,0;113,0;690,5047088526085;0
626;4,0;114,0;597,6766674204044;0
627;4,0;115,0;1262,5476286736068;0
628;4,0;116,0;235,51594802907846;0
629;4,0;117,0;455,13571266027986;0
630;4,0;118,0;788,0262870053566;0
631;4,0;119,0;2325,9217838260133;0
632;4,0;120,0;3682,07951645798;0
633;4,0;121,0;4513,759046034384;0
634;4,0;122,0;4579,579619767563;0
635;4,0;123,0;4474,291805084931;0
636;4,0;124,0;4722,686953715182;0
637;4,0;125,0;5968,992703645669;0
638;4,0;126,0;7504,682909697054;0
639;4,0;127,0;7825,579491720615;0
640;5,0;0,0;5198,562761422664;0
641;5,0;1,0;4387,263012502026;0
642;5,0;2,0;4279,445023732472;0
643;5,0;3,0;4205,511504216342;0
644;5,0;4,0;4449,884800575547;0
645;5,0;5,0;4596,9635902440405;0
646;5,0;6,0;4849,228243565544;0
647;5,0;7,0;3778,2048520870217;0
648;5,0;8,0;3314,3540058288704;0
649;5,0;9,0;3579,1557059828297;0
650;5,0;10,0;4393,599686844474;0
651;5,0;11,0;4351,349666085474;0
652;5,0;12,0;4179,7389045060045;0
653;5,0;13,0;2782,5475873318583;0
654;5,0;14,0;1822,4432274755213;0
655;5,0;15,0;1950,462804795804;0
656;5,0;16,0;3286,750647106019;0
657;5,0;17,0;2507,773892988303;0
658;5,0;18,0;2950,6934367898975;0
659;5,0;19,0;4487,120014492866;0
660;5,0;20,0;5715,541857978434;0
661;5,0;21,0;6198,109224766042;0
662;5,0;22,0;6073,926920163945;0
663;5,0;23,0;5542,119003413196;0
664;5,0;24,0;5448,3920067058225;0
665;5,0;25,0;5522,057765285471;0
666;5,0;26,0;7037,079114895473;0
667;5,0;27,0;7712,1244389613175;0
668;5,0;28,0;7673,056871760858;0
669;5,0;29,0;6335,9323129890545;0
670;5,0;30,0;5971,470336857495;0
671;5,0;31,0;6307,328806098919;0
672;5,0;32,0;7181,075172579749;0
673;5,0;33,0;7566,62933132676;0
674;5,0;34,0;6261,344335883738;0
675;5,0;35,0;6197,852684767673;0
676;5,0;36,0;6365,945455194631;0
677;5,0;37,0;6677,524600982522;0
678;5,0;38,0;6044,481650881546;0
679;5,0;39,0;4961,750293387953;0
680;5,0;40,0;3584,089127496421;0
681;5,0;41,0;2980,362522370694;0
682;5,0;42,0;3376,5442083913185;0
683;5,0;43,0;4924,490132417878;0
684;5,0;44,0;5914,311463496936;0
685;5,0;45,0;6396,042752159982;0
686;5,0;46,0;5799,869611313357;0
